site,fiscal_year,week_sum,incidents,fclm_hours,process_path,incidents_per_10k_hours,process_path_rank,top_3_flag_path
teb3,2025,52,0,1376.02,admin/hr/it,0.0,2,1
teb3,2025,52,0,1137.94,stow to prime,0.0,2,1
teb3,2025,52,0,1650.21,pack singles,0.0,2,1
teb3,2025,52,0,1356.99,ic-qa-cs,0.0,2,1
teb3,2025,52,0,1083.44,container build,0.0,2,1
teb3,2025,52,0,619.59,fluid load,0.0,2,1
teb3,2025,52,0,545.76,each-receive,0.0,2,1
teb3,2025,52,0,740.6,,0.0,2,1
teb3,2025,52,0,429.57,transfer out,0.0,2,1
teb3,2025,52,0,213.47,each transfer in,0.0,2,1
teb3,2025,52,0,300.82,pick support,0.0,2,1
teb3,2025,52,0,415.89,pack support,0.0,2,1
teb3,2025,52,0,277.88,receive dock,0.0,2,1
teb3,2025,52,0,254.33,receive-support,0.0,2,1
teb3,2025,52,0,296.33,pack multis,0.0,2,1
teb3,2025,52,0,148.0,ib problem solve,0.0,2,1
teb3,2025,52,0,181.83,transfer in dock,0.0,2,1
teb3,2025,52,0,539.46,transfer out dock,0.0,2,1
teb3,2025,52,0,219.55,outbound lead/pa,0.0,2,1
teb3,2025,52,0,199.84,container load,0.0,2,1
teb3,2025,52,0,242.65,ship dock support,0.0,2,1
teb3,2025,52,0,178.48,stow to prime spt,0.0,2,1
teb3,2025,52,0,186.16,container move,0.0,2,1
teb3,2025,52,0,133.31,sort-batch,0.0,2,1
teb3,2025,52,0,128.82,transfer in support,0.0,2,1
teb3,2025,52,0,76.12,ob problem solve,0.0,2,1
teb3,2025,52,0,79.97,inbound lead/pa,0.0,2,1
teb3,2025,52,0,34.33,c-returns processed,0.0,2,1
teb3,2025,52,0,73.39,ship dock lead/pa,0.0,2,1
teb3,2025,52,0,47.02,v-returns pick,0.0,2,1
teb3,2025,52,0,19.53,c-returns support,0.0,2,1
teb3,2025,52,0,56.44,pallet transfer in,0.0,2,1
teb3,2025,52,0,86.51,pallet-receive,0.0,2,1
teb3,2025,52,0,75.76,lp-receive,0.0,2,1
teb3,2025,52,0,49.87,v-returns support,0.0,2,1
teb3,2025,52,0,36.08,box on demand,0.0,2,1
teb3,2025,52,0,34.76,prep recorder,0.0,2,1
teb3,2025,52,0,26.16,cubiscan,0.0,2,1
teb3,2025,52,0,7.9,whd grading support,0.0,2,1
teb3,2025,52,0,13.64,whd grading,0.0,2,1
teb3,2025,52,0,222.07,temporary light duty,0.0,2,1
teb3,2025,52,0,10.02,transfer out lead/pa,0.0,2,1
teb3,2025,52,0,5.61,v-returns pack,0.0,2,1
teb3,2025,52,0,33.66,gift-wrap,0.0,2,1
teb3,2025,52,0,5.33,unrecognizedprocess,0.0,2,1
teb3,2025,52,0,2.35,custom packaging,0.0,2,1
teb3,2025,52,0,0.02,v-returns rvr,0.0,2,1
